852020_reviewed	endoplasmic reticulum unfolded protein response
854586_reviewed	mitochondrial translation
854342_reviewed	calcium-mediated signaling
854814_reviewed	iron-sulfur cluster assembly
852789_reviewed	iron-sulfur cluster assembly
855481_reviewed	iron-sulfur cluster assembly
855147_reviewed	cellular response to amino acid stimulus
855724_reviewed	cellular response to amino acid stimulus
852173_reviewed	cell wall organization
852223_reviewed	negative regulation of proteasomal ubiquitin-dependent protein catabolic process
856389_reviewed	endocytosis
855390_reviewed	protein targeting to membrane
851098_reviewed	Group I intron splicing
854582_reviewed	Group I intron splicing
853333_reviewed	protein folding
853497_reviewed	intracellular copper ion homeostasis
852886_reviewed	global genome nucleotide-excision repair
854855_reviewed	cellular response to oxidative stress
856765_reviewed	cellular response to oxidative stress
853197_reviewed	box C/D sno(s)RNA 3'-end processing
851416_reviewed	chromosome segregation
851866_reviewed	ascospore wall assembly
851920_reviewed	L-asparagine catabolic process
856642_reviewed	cellular detoxification of nitrogen compound
856792_reviewed	poly(A)+ mRNA export from nucleus
856843_reviewed	homologous chromosome segregation
856865_reviewed	protein transport
852842_reviewed	heme biosynthetic process
853019_reviewed	ammonium transmembrane transport
855309_reviewed	aerobic respiration
856420_reviewed	homoserine metabolic process
856454_reviewed	protein folding
856513_reviewed	proteolysis
856529_reviewed	pyrimidine-containing compound salvage
851172_reviewed	L-leucine biosynthetic process
853466_reviewed	hydrogen sulfide biosynthetic process
853516_reviewed	box C/D snoRNP assembly
855908_reviewed	box C/D snoRNP assembly
853567_reviewed	'de novo' CTP biosynthetic process
850747_reviewed	glycine biosynthetic process from serine
851092_reviewed	fructose 1,6-bisphosphate metabolic process
852705_reviewed	ascospore formation
854279_reviewed	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum
855186_reviewed	protein processing
855364_reviewed	invasive growth in response to glucose limitation
852846_reviewed	negative regulation of DNA amplification
853183_reviewed	folic acid biosynthetic process
856017_reviewed	aldehyde metabolic process
851174_reviewed	telomere capping
856221_reviewed	negative regulation of UDP-N-acetylglucosamine biosynthetic process
852326_reviewed	cell wall organization
854974_reviewed	establishment of mitotic sister chromatid cohesion
850605_reviewed	glutathione catabolic process
852584_reviewed	glutathione catabolic process
855530_reviewed	glutathione catabolic process
855207_reviewed	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
851566_reviewed	protein localization to vacuole
852290_reviewed	cell wall organization
850538_reviewed	apoptotic process
853891_reviewed	endocytosis
855411_reviewed	apoptotic process
856361_reviewed	meiotic cell cycle
852654_reviewed	mitochondrion organization
855220_reviewed	positive regulation of transcription by RNA polymerase II
851617_reviewed	heme biosynthetic process
850758_reviewed	mitochondrial translation
855501_reviewed	'de novo' AMP biosynthetic process
853972_reviewed	gluconeogenesis
853707_reviewed	cellular response to oxidative stress
854394_reviewed	peptide pheromone maturation
854047_reviewed	homologous chromosome pairing at meiosis
855173_reviewed	cytoplasmic translation
852953_reviewed	mitochondrial respiratory chain complex IV assembly
850898_reviewed	ubiquinone biosynthetic process
854930_reviewed	aerobic respiration
852106_reviewed	autophagy
854223_reviewed	initial mitotic spindle pole body separation
850683_reviewed	acetate transport
855658_reviewed	cytoplasmic translation
853169_reviewed	glycolytic process
850733_reviewed	aromatic amino acid family catabolic process to alcohol via Ehrlich pathway
856241_reviewed	copper ion import
853009_reviewed	mitochondrial respiratory chain complex IV assembly
856884_reviewed	heme A biosynthetic process
854649_reviewed	mitochondrial respiratory chain complex IV assembly
856689_reviewed	aerobic respiration
853005_reviewed	retrotransposition
852219_reviewed	actin cortical patch localization
854261_reviewed	actin cortical patch localization
853698_reviewed	calcium-mediated signaling
854408_reviewed	mitotic spindle orientation checkpoint signaling
854232_reviewed	G1/S transition of mitotic cell cycle
851273_reviewed	chromosome segregation
852031_reviewed	aromatic amino acid family catabolic process
852057_reviewed	cell wall organization
852872_reviewed	ergosterol biosynthetic process
854768_reviewed	protein histidyl modification to diphthamide
854836_reviewed	cell adhesion involved in single-species biofilm formation
850708_reviewed	chaperone-mediated protein complex assembly
854391_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
853696_reviewed	fungal-type cell wall biogenesis
853188_reviewed	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
856517_reviewed	protein import into mitochondrial matrix
851015_reviewed	protein neddylation
850614_reviewed	D-glucose import
855052_reviewed	cell division
851947_reviewed	cellular response to oxidative stress
851738_reviewed	amino acid transmembrane transport
853984_reviewed	fructose 2,6-bisphosphate metabolic process
853952_reviewed	G1/S transition of mitotic cell cycle
852986_reviewed	valyl-tRNA aminoacylation
856915_reviewed	tRNA 3'-terminal CCA addition
854737_reviewed	homologous chromosome pairing at meiosis
856558_reviewed	ascospore formation
851246_reviewed	calcium ion homeostasis
852670_reviewed	apoptotic process
854181_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
852247_reviewed	riboflavin biosynthetic process
852238_reviewed	nucleobase transport
852172_reviewed	protein transport
852291_reviewed	cellular response to oxidative stress
856545_reviewed	cell wall organization
852360_reviewed	amino acid transmembrane transport
856783_reviewed	cytidine transport
856494_reviewed	carbohydrate transport
851891_reviewed	sphingolipid biosynthetic process
852825_reviewed	mitochondrion inheritance
856279_reviewed	spermine transport
852586_reviewed	post-translational protein targeting to membrane, translocation
851064_reviewed	ceramide metabolic process
856398_reviewed	ergosterol biosynthetic process
852515_reviewed	cellular response to glucose starvation
852523_reviewed	fatty acid metabolic process
852546_reviewed	cellular response to oxidative stress
852559_reviewed	riboflavin biosynthetic process
850303_reviewed	karyogamy involved in conjugation with cellular fusion
851042_reviewed	fungal-type cell wall organization
856247_reviewed	negative regulation of translational initiation
852945_reviewed	negative regulation of translation
851323_reviewed	endoplasmic reticulum inheritance
854970_reviewed	nucleotide-sugar transmembrane transport
851362_reviewed	carbohydrate metabolic process
851139_reviewed	'de novo' pyrimidine nucleobase biosynthetic process
854763_reviewed	endocytosis
851878_reviewed	phospholipid dephosphorylation
851931_reviewed	attachment of GPI anchor to protein
856595_reviewed	attachment of GPI anchor to protein
850777_reviewed	attachment of GPI anchor to protein
851954_reviewed	basic amino acid transmembrane export from vacuole
852878_reviewed	calcium ion transport
852044_reviewed	attachment of GPI anchor to protein
856260_reviewed	ammonium transmembrane transport
853247_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
856849_reviewed	intracellular copper ion homeostasis
850523_reviewed	negative regulation of transcription by RNA polymerase II
850497_reviewed	cytoskeleton organization
852882_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
852803_reviewed	(R)-carnitine transport
853325_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
855874_reviewed	protein N-linked glycosylation
850745_reviewed	ergosterol biosynthetic process
852998_reviewed	endosomal lumen acidification
854447_reviewed	spermidine transport
853034_reviewed	peroxisome organization
853112_reviewed	protein localization to plasma membrane
855252_reviewed	protein localization to plasma membrane
853194_reviewed	coenzyme A biosynthetic process
855958_reviewed	endocytosis
853198_reviewed	transmembrane transport
853581_reviewed	CAAX-box protein processing
856434_reviewed	reciprocal meiotic recombination
856460_reviewed	pantothenate biosynthetic process
856504_reviewed	arabinose catabolic process
856523_reviewed	phosphatidylcholine biosynthetic process
855593_reviewed	CDP-choline pathway
856580_reviewed	copper ion import
854764_reviewed	cellular response to phosphate starvation
853288_reviewed	inositol biosynthetic process
853377_reviewed	formaldehyde catabolic process
855311_reviewed	ribosomal small subunit biogenesis
855016_reviewed	plasma membrane tubulation
853866_reviewed	inositol phosphoceramide metabolic process
855022_reviewed	multivesicular body assembly
853690_reviewed	ATP transport
853683_reviewed	intracellular signal transduction
853955_reviewed	folic acid-containing compound biosynthetic process
850628_reviewed	cell wall organization
850869_reviewed	methylation
856194_reviewed	protein transport
855438_reviewed	fungal-type cell wall organization
854949_reviewed	negative regulation of post-translational protein targeting to membrane, translocation
855291_reviewed	cellular response to oxidative stress
855346_reviewed	'de novo' IMP biosynthetic process
855984_reviewed	positive regulation of formation of translation preinitiation complex
854255_reviewed	calcium ion import across plasma membrane
854336_reviewed	endoplasmic reticulum inheritance
855976_reviewed	chromosome condensation
855880_reviewed	FAD transport
855863_reviewed	amino acid transmembrane transport
856229_reviewed	phosphatidylinositol biosynthetic process
853716_reviewed	cellular respiration
851758_reviewed	cellular respiration
851620_reviewed	gluconeogenesis
855580_reviewed	ammonium transmembrane transport
851978_reviewed	endoplasmic reticulum unfolded protein response
856036_reviewed	farnesyl diphosphate biosynthetic process
856173_reviewed	aromatic amino acid family biosynthetic process
850529_reviewed	UDP-N-acetylglucosamine biosynthetic process
856152_reviewed	regulation of protein folding in endoplasmic reticulum
856175_reviewed	cytidine metabolic process
851065_reviewed	amide catabolic process
850827_reviewed	electron transport coupled proton transport
852934_reviewed	carbohydrate metabolic process
851560_reviewed	proton motive force-driven ATP synthesis
851221_reviewed	cysteine biosynthetic process
851244_reviewed	positive regulation of protein autoubiquitination
851280_reviewed	cellular response to toxic substance
852450_reviewed	riboflavin biosynthetic process
852544_reviewed	deoxyribonucleoside monophosphate catabolic process
851980_reviewed	mRNA destabilization
852008_reviewed	GMP salvage
856778_reviewed	'de novo' L-methionine biosynthetic process
852991_reviewed	'de novo' cotranslational protein folding
850698_reviewed	apoptotic process
855003_reviewed	ergosterol biosynthetic process
856663_reviewed	early endosome to Golgi transport
851907_reviewed	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
856281_reviewed	intracellular protein transport
854932_reviewed	anaerobic glycerol catabolic process
854170_reviewed	actin cytoskeleton organization
851107_reviewed	fungal-type cell wall organization
852905_reviewed	cellular response to glucose starvation
853367_reviewed	fatty acid transport
855780_reviewed	agglutination involved in conjugation with cellular fusion
850705_reviewed	mRNA transport
852250_reviewed	ADP transport
851757_reviewed	ERAD pathway
854295_reviewed	'de novo' IMP biosynthetic process
854091_reviewed	nonfunctional rRNA decay
852663_reviewed	negative regulation of transcription by RNA polymerase II
853926_reviewed	iron import into the mitochondrion
856793_reviewed	regulation of DNA-templated transcription
850631_reviewed	cellular response to oxidative stress
851644_reviewed	mannosyl diphosphorylinositol ceramide metabolic process
852189_reviewed	amino acid transmembrane transport
850609_reviewed	meiotic cell cycle
853992_reviewed	proteolysis
850721_reviewed	intracellular iron ion homeostasis
850783_reviewed	intracellular signal transduction
854811_reviewed	mitochondrial NAD transmembrane transport
855389_reviewed	septum digestion after cytokinesis
856381_reviewed	chloride transport
855453_reviewed	amino acid import across plasma membrane
853390_reviewed	cellular response to zinc ion starvation
851132_reviewed	fungal-type cell wall organization
853950_reviewed	cellular response to glucose starvation
852856_reviewed	carbohydrate metabolic process
856349_reviewed	amino acid transmembrane transport
854343_reviewed	regulation of transcription by RNA polymerase II
851845_reviewed	cellular response to heat
855889_reviewed	mRNA processing
856143_reviewed	chromatin remodeling
856292_reviewed	cytoplasmic translation
856400_reviewed	retrograde transport, endosome to Golgi
851013_reviewed	tricarboxylic acid cycle
854253_reviewed	endoplasmic reticulum membrane organization
856210_reviewed	exocytosis
853886_reviewed	cristae formation
851775_reviewed	Group I intron splicing
856362_reviewed	cellular response to amino acid starvation
853272_reviewed	ergosterol biosynthetic process
856405_reviewed	meiotic cell cycle
854660_reviewed	autophagy of mitochondrion
855603_reviewed	invasive growth in response to glucose limitation
852661_reviewed	protein urmylation
853971_reviewed	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
855718_reviewed	cellular response to oxidative stress
856044_reviewed	acetate biosynthetic process
856766_reviewed	one-carbon metabolic process
851068_reviewed	carbohydrate metabolic process
856268_reviewed	asparagine biosynthetic process
852754_reviewed	cytoplasmic translation
852092_reviewed	nicotinamide nucleotide metabolic process
850762_reviewed	ubiquitin recycling
854083_reviewed	ascospore formation
853709_reviewed	cellular respiration
855393_reviewed	aminophospholipid translocation
854133_reviewed	negative regulation of protein ubiquitination
853671_reviewed	oligopeptide export from mitochondrion
853357_reviewed	citrulline biosynthetic process
855993_reviewed	arginine metabolic process
856055_reviewed	negative regulation of translational frameshifting
853651_reviewed	pantothenate biosynthetic process
852215_reviewed	cell redox homeostasis
855945_reviewed	maintenance of protein location
851654_reviewed	positive regulation of glycolytic fermentation to ethanol
854236_reviewed	vesicle-mediated transport
855922_reviewed	fungal-type cell wall organization
854583_reviewed	aerobic respiration
855673_reviewed	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate metabolic process
851577_reviewed	chromatin looping
852672_reviewed	aromatic amino acid family catabolic process
856822_reviewed	rDNA heterochromatin formation
852758_reviewed	phosphorylation
854251_reviewed	triglyceride catabolic process
851033_reviewed	generation of catalytic spliceosome for first transesterification step
851551_reviewed	cellular response to oxidative stress
856090_reviewed	2-oxoglutarate metabolic process
851103_reviewed	ribosomal large subunit biogenesis
855244_reviewed	peroxisome inheritance
855442_reviewed	plasma membrane fusion involved in cytogamy
852108_reviewed	myo-inositol import across plasma membrane
855395_reviewed	calcium ion transmembrane transport
855659_reviewed	division septum assembly
850992_reviewed	cell wall organization
852837_reviewed	cellular response to amino acid stimulus
855422_reviewed	ascospore formation
856431_reviewed	lipid homeostasis
852645_reviewed	lipid homeostasis
850359_reviewed	mitochondrial translation
852019_reviewed	methylation
852926_reviewed	ceramide metabolic process
850825_reviewed	aromatic amino acid family catabolic process to alcohol via Ehrlich pathway
852203_reviewed	protein folding
853086_reviewed	ergosterol biosynthetic process
855242_reviewed	ergosterol biosynthetic process
856337_reviewed	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
854916_reviewed	manganese ion transport
854461_reviewed	maturation of SSU-rRNA
852483_reviewed	inner mitochondrial membrane organization
851311_reviewed	L-glutamate catabolic process
854929_reviewed	positive regulation of ubiquitin-dependent endocytosis
853520_reviewed	dTDP biosynthetic process
853003_reviewed	cell division
852077_reviewed	cell integrity MAPK cascade
851838_reviewed	pseudohyphal growth
852821_reviewed	regulation of glucose metabolic process
852617_reviewed	'de novo' IMP biosynthetic process
853107_reviewed	pyruvate decarboxylation to acetyl-CoA
850756_reviewed	mitochondrial respiratory chain complex IV assembly
855565_reviewed	mRNA stabilization
850637_reviewed	endoplasmic reticulum tubular network organization
853583_reviewed	antisense RNA transcript catabolic process
856181_reviewed	heterochromatin formation
853140_reviewed	anaphase-promoting complex-dependent catabolic process
853136_reviewed	maintenance of protein location in cell
855126_reviewed	establishment or maintenance of cell polarity
850737_reviewed	cytoplasmic translation
855150_reviewed	cytoplasmic translation
856413_reviewed	prolyl-tRNA aminoacylation
854144_reviewed	cellular response to oxidative stress
855078_reviewed	aerobic respiration
856472_reviewed	endocytosis
853800_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
852545_reviewed	aerobic respiration
856922_reviewed	cellular response to amino acid starvation
853771_reviewed	post-Golgi vesicle-mediated transport
852271_reviewed	CDP-diacylglycerol biosynthetic process
851843_reviewed	hydrogen peroxide catabolic process
851368_reviewed	invasive growth in response to glucose limitation
850310_reviewed	ERAD pathway
851888_reviewed	calcium-mediated signaling
851844_reviewed	methylation
853482_reviewed	'de novo' NAD+ biosynthetic process from L-tryptophan
853982_reviewed	positive regulation of macroautophagy
852170_reviewed	positive regulation of TORC1 signaling
851729_reviewed	intracellular iron ion homeostasis
854706_reviewed	cellular response to glucose starvation
854226_reviewed	DNA replication
852062_reviewed	cell differentiation
855686_reviewed	cellular response to methylmercury
852112_reviewed	DNA damage response
850880_reviewed	DNA damage response
853920_reviewed	aerobic respiration
853363_reviewed	cellular response to misfolded protein
856170_reviewed	spliceosomal complex assembly
850388_reviewed	asparaginyl-tRNA aminoacylation
850394_reviewed	endocytosis
851377_reviewed	GCN2-mediated signaling
851698_reviewed	tRNA methylation
852128_reviewed	ascospore formation
856838_reviewed	protein targeting to membrane
852818_reviewed	gluconeogenesis
853209_reviewed	maltose catabolic process
856464_reviewed	fatty acid biosynthetic process
854852_reviewed	lysine biosynthetic process
855723_reviewed	fatty acid beta-oxidation
855606_reviewed	glyoxylate cycle
855502_reviewed	dolichol-linked oligosaccharide biosynthetic process
855424_reviewed	mRNA pseudouridine synthesis
854124_reviewed	glutamyl-tRNA aminoacylation
854088_reviewed	enzyme-directed rRNA pseudouridine synthesis
854384_reviewed	NAD+ biosynthetic process via the salvage pathway
854462_reviewed	protein folding
856243_reviewed	potassium ion transport
852484_reviewed	meiotic DNA double-strand break formation
852655_reviewed	establishment of mitotic spindle orientation
855503_reviewed	chromosome organization
850563_reviewed	cristae formation
855623_reviewed	cristae formation
853150_reviewed	cristae formation
852513_reviewed	3'-UTR-mediated mRNA destabilization
852495_reviewed	canonical glycolysis
851249_reviewed	heme transport
855176_reviewed	glycolytic fermentation to ethanol
856399_reviewed	reactive oxygen species metabolic process
855490_reviewed	negative regulation of sexual sporulation resulting in formation of a cellular spore
851981_reviewed	chaperone-mediated protein complex assembly
856860_reviewed	endocytosis
850685_reviewed	aerobic respiration
850861_reviewed	mitochondrial electron transport, succinate to ubiquinone
853640_reviewed	mitochondrial threonyl-tRNA aminoacylation
855752_reviewed	mitochondrial respiratory chain complex IV assembly
854978_reviewed	mitochondrial respirasome assembly
855094_reviewed	chromatin remodeling
850439_reviewed	chromatin organization
850754_reviewed	protein transport
851303_reviewed	cell morphogenesis involved in conjugation with cellular fusion
855557_reviewed	cell division
853254_reviewed	mitophagy
855525_reviewed	meiotic cell cycle
856329_reviewed	cellular response to arsenic-containing substance
856432_reviewed	glutamate biosynthetic process
851120_reviewed	acylglycerol homeostasis
851539_reviewed	carbohydrate metabolic process
854919_reviewed	mitochondrial electron transport, NADH to ubiquinone
854081_reviewed	EGAD pathway
853832_reviewed	EGAD pathway
854398_reviewed	EGAD pathway
854195_reviewed	cellular response to pH
855840_reviewed	regulation of vacuole fusion, non-autophagic
855886_reviewed	mitochondrial respiratory chain complex III assembly
855552_reviewed	lipid droplet formation
851789_reviewed	ascospore-type prospore assembly
852426_reviewed	negative regulation of 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process
852456_reviewed	fatty acid elongation
851933_reviewed	rescue of stalled ribosome
852730_reviewed	cytoplasmic translation
851166_reviewed	homologous chromosome pairing at meiosis
852257_reviewed	cellular response to hydrogen peroxide
852370_reviewed	fungal-type cell wall organization
852459_reviewed	cell wall organization
852589_reviewed	protein catabolic process in the vacuole
850317_reviewed	D-glucose import
851330_reviewed	silent mating-type cassette heterochromatin formation
851325_reviewed	mitochondrial translation
856665_reviewed	glycine biosynthetic process
856804_reviewed	acetate biosynthetic process
853025_reviewed	asparagine biosynthetic process
853045_reviewed	(1->6)-beta-D-glucan biosynthetic process
853102_reviewed	carbohydrate metabolic process
853196_reviewed	carbohydrate metabolic process
853199_reviewed	carbohydrate metabolic process
856365_reviewed	carnitine biosynthetic process
856345_reviewed	intracellular iron ion homeostasis
856546_reviewed	cell wall organization
856584_reviewed	apoptotic process
856597_reviewed	ergosterol biosynthetic process
853281_reviewed	fungal-type cell wall organization
853473_reviewed	branched-chain amino acid biosynthetic process
853809_reviewed	cytoplasmic translation
853916_reviewed	autophagy of mitochondrion
851007_reviewed	fungal-type cell wall organization
851069_reviewed	branched-chain amino acid biosynthetic process
851169_reviewed	cytoplasmic translation
855023_reviewed	carbohydrate transport
855682_reviewed	lipid metabolic process
855562_reviewed	cell wall assembly
856079_reviewed	ergosterol biosynthetic process
855894_reviewed	wybutosine biosynthetic process
855875_reviewed	mRNA transport
856272_reviewed	eisosome assembly
855707_reviewed	methylation
854772_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
853348_reviewed	fatty acid elongation
852796_reviewed	glycerol catabolic process
853441_reviewed	engulfment of target by autophagosome
856246_reviewed	ADP transport
855754_reviewed	mitochondrial protein processing
851077_reviewed	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
852259_reviewed	cellular response to oxidative stress
852167_reviewed	positive regulation of protein targeting to mitochondrion
852288_reviewed	isoprenoid biosynthetic process
852310_reviewed	DNA damage response
852491_reviewed	metal ion transport
850413_reviewed	mitochondrial translation
851563_reviewed	meiotic cell cycle
851451_reviewed	protein insertion into mitochondrial inner membrane from matrix
851322_reviewed	heme biosynthetic process
851681_reviewed	ascospore-type prospore membrane formation
851694_reviewed	mitochondrial translation
851703_reviewed	cell wall organization
851911_reviewed	methylation
851982_reviewed	intracellular iron ion homeostasis
851987_reviewed	aromatic amino acid family catabolic process to alcohol via Ehrlich pathway
852041_reviewed	mitochondrial protein processing
852098_reviewed	aerobic respiration
852105_reviewed	mitochondrial translation
856748_reviewed	phosphatidylethanolamine biosynthetic process
856752_reviewed	chromatin remodeling
856917_reviewed	ADP biosynthetic process
850517_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
852824_reviewed	cellular response to glucose starvation
852811_reviewed	mitochondrial translation
852771_reviewed	3'-UTR-mediated mRNA stabilization
852734_reviewed	mitochondrial translation
852616_reviewed	mitochondrial tRNA wobble uridine modification
853081_reviewed	methionyl-tRNA aminoacylation
853108_reviewed	D-xylose metabolic process
856433_reviewed	mitochondrial translation
856516_reviewed	mitochondrial respiratory chain complex assembly
856539_reviewed	aromatic amino acid family catabolic process
856552_reviewed	mitochondrial translation
856560_reviewed	intracellular sterol transport
854672_reviewed	FAD transport
854842_reviewed	mitochondrial proton-transporting ATP synthase complex assembly
853401_reviewed	protein lipoylation
853382_reviewed	mitochondrial translation
853374_reviewed	L-arginine biosynthetic process
853358_reviewed	IRE1-mediated unfolded protein response
853349_reviewed	mitochondrial translation
853342_reviewed	mitochondrial translation
853308_reviewed	iron import into the mitochondrion
853221_reviewed	aerobic respiration
853470_reviewed	fungal-type cell wall organization
853574_reviewed	phosphatidylinositol dephosphorylation
853586_reviewed	iron-sulfur cluster assembly
853597_reviewed	GMP salvage
853658_reviewed	DNA-templated transcription
853930_reviewed	methylation
853941_reviewed	CDP-diacylglycerol biosynthetic process
853960_reviewed	mitochondrial translation
850779_reviewed	protein folding
850890_reviewed	cardiolipin metabolic process
850955_reviewed	lipid homeostasis
851164_reviewed	calcium ion transport
854897_reviewed	apoptotic process
854887_reviewed	ergosterol biosynthetic process
855123_reviewed	mitochondrial gene expression
855142_reviewed	mitochondrial protein quality control
855200_reviewed	positive regulation of flocculation
855202_reviewed	magnesium ion export from mitochondrion
855325_reviewed	mitochondrial translational initiation
855368_reviewed	alcohol metabolic process
855722_reviewed	alditol phosphate metabolic process
855651_reviewed	lysyl-tRNA aminoacylation
855544_reviewed	mitochondrial translation
855536_reviewed	mitochondrial translation
855472_reviewed	pentose metabolic process
854135_reviewed	mitochondrial translation
854130_reviewed	intracellular potassium ion homeostasis
854095_reviewed	glycerol metabolic process
854186_reviewed	methylation
854314_reviewed	thiamine diphosphate biosynthetic process
854321_reviewed	mitochondrial translation
854359_reviewed	mitochondrial translation
854376_reviewed	rRNA modification
854415_reviewed	one-carbon metabolic process
854511_reviewed	mitochondrial magnesium ion transmembrane transport
854536_reviewed	mitochondrial translational initiation
854542_reviewed	adenylate cyclase-activating G protein-coupled receptor signaling pathway
854564_reviewed	siderophore transport
856067_reviewed	isoleucyl-tRNA aminoacylation
856005_reviewed	mitochondrial proton-transporting ATP synthase complex assembly
856000_reviewed	aspartyl-tRNA aminoacylation
855971_reviewed	aerobic respiration
855931_reviewed	heme A biosynthetic process
855824_reviewed	electron transport chain
856112_reviewed	fatty acid beta-oxidation using acyl-CoA dehydrogenase
856132_reviewed	aspartate transmembrane transport
856160_reviewed	mitochondrial phenylalanyl-tRNA aminoacylation
856262_reviewed	ATP synthesis coupled electron transport
851777_reviewed	coenzyme A biosynthetic process
854726_reviewed	coenzyme A biosynthetic process
854080_reviewed	transmembrane transport
855807_reviewed	cellular response to xenobiotic stimulus
854941_reviewed	chromosome organization
855491_reviewed	nucleotide-excision repair
850429_reviewed	cellular response to oxidative stress
856916_reviewed	chromatin remodeling
855168_reviewed	DNA repair
854683_reviewed	fungal-type cell wall organization
854190_reviewed	DNA-templated transcription
851772_reviewed	DNA repair-dependent chromatin remodeling
855899_reviewed	cardiolipin metabolic process
856704_reviewed	mitochondrial outer membrane translocase complex assembly
856430_reviewed	COPII-coated vesicle cargo loading
851454_reviewed	mitochondrial tRNA threonylcarbamoyladenosine modification
853708_reviewed	mRNA splicing, via spliceosome
852985_reviewed	mRNA splicing, via spliceosome
856536_reviewed	DNA repair
851926_reviewed	apoptotic process
855563_reviewed	cellular response to amino acid stimulus
853316_reviewed	amide catabolic process
850903_reviewed	actin cortical patch assembly
852202_reviewed	isoleucyl-tRNA aminoacylation
852349_reviewed	negative regulation of gluconeogenesis
850604_reviewed	vesicle-mediated transport
854695_reviewed	mitochondrial electron transport, cytochrome c to oxygen
854165_reviewed	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
852746_reviewed	cellular response to oxidative stress
855214_reviewed	cell wall organization
850908_reviewed	autophagy
850324_reviewed	cellular response to oxidative stress
856077_reviewed	tRNA methylation
852338_reviewed	positive regulation of transcription by RNA polymerase II
852729_reviewed	amino acid biosynthetic process
850348_reviewed	branched-chain amino acid biosynthetic process
851239_reviewed	alcohol metabolic process
855107_reviewed	amino acid catabolic process to alcohol via Ehrlich pathway
853836_reviewed	cellular response to hypoxia
854991_reviewed	tRNA 5'-leader removal
856533_reviewed	cell wall organization
852489_reviewed	cytoplasmic translation
852902_reviewed	gamma-aminobutyric acid catabolic process
853477_reviewed	acyl-CoA metabolic process
852209_reviewed	protein targeting to membrane
850916_reviewed	reciprocal meiotic recombination
851010_reviewed	cysteine biosynthetic process
856797_reviewed	energy reserve metabolic process
851208_reviewed	maturation of 5.8S rRNA
856638_reviewed	filamentous growth
855299_reviewed	mitochondrial respiratory chain complex IV assembly
856660_reviewed	mitochondrial translation
856078_reviewed	Group I intron splicing
852417_reviewed	mitochondrial respiratory chain complex III assembly
856402_reviewed	mitochondrial seryl-tRNA aminoacylation
855641_reviewed	ADP transport
853173_reviewed	import into the mitochondrion
856491_reviewed	arginyl-tRNA aminoacylation
855781_reviewed	positive regulation of mitochondrial translation
855421_reviewed	regulation of mitochondrial DNA metabolic process
855037_reviewed	mitochondrial tRNA wobble uridine modification
856509_reviewed	methylation
856007_reviewed	mitochondrial tyrosyl-tRNA aminoacylation
852332_reviewed	chaperone-mediated protein complex assembly
851022_reviewed	mitochondrial translation
852312_reviewed	cell redox homeostasis
856573_reviewed	mitochondrial large ribosomal subunit assembly
854709_reviewed	macroautophagy
855778_reviewed	isoprenoid biosynthetic process
850940_reviewed	protein lipoylation
856820_reviewed	prolyl-tRNA aminoacylation
855086_reviewed	regulation of translation
856581_reviewed	protein folding
854013_reviewed	copper ion import
855508_reviewed	mitochondrion organization
853310_reviewed	mitochondrial translational initiation
855088_reviewed	mitochondrial ribosome assembly
851606_reviewed	L-valine catabolic process
855768_reviewed	4-aminobenzoate biosynthetic process
851861_reviewed	mitochondrial tryptophanyl-tRNA aminoacylation
855056_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
851778_reviewed	positive regulation of mitochondrial translation
853563_reviewed	cellular response to heat
852002_reviewed	inner mitochondrial membrane organization
854182_reviewed	mitochondrial RNA 5'-end processing
850761_reviewed	intracellular sterol transport
856615_reviewed	branched-chain amino acid biosynthetic process
853735_reviewed	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
853212_reviewed	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
853626_reviewed	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
852069_reviewed	nuclear membrane organization
855753_reviewed	ergosterol metabolic process
854802_reviewed	sterol import
854416_reviewed	ascospore formation
854556_reviewed	acetate biosynthetic process
